Time,Time Code,Country Name,Country Code,Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],Domestic general government health expenditure (% of current health expenditure) [SH.XPD.GHED.CH.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS]
2000,YR2000,Afghanistan,AFG,..,..,..,..
2000,YR2000,Albania,ALB,2.76583052,46.53004456,8.17372704,9.73155830514379
2000,YR2000,Algeria,DZA,2.31351972,71.96343231,8.77923775,13.5839456347184
2000,YR2000,American Samoa,ASM,..,..,..,..
2000,YR2000,Andorra,AND,3.88115096,65.41166687,30.41848755,..
2000,YR2000,Angola,AGO,1.11098742,58.20957184,2.73858261,..
2000,YR2000,Antigua and Barbuda,ATG,2.72769094,57.84612274,11.86253166,..
2000,YR2000,Argentina,ARG,4.49895144,54.7317009,17.81966209,13.7841913064131
2000,YR2000,Armenia,ARM,0.95468217,22.7532177,3.86989212,10.7986680994975
2000,YR2000,Aruba,ABW,..,..,..,21.4195402984363
2000,YR2000,Australia,AUS,5.45143652,71.8363266,14.60132885,18.5380745283503
2000,YR2000,Austria,AUT,6.82578707,74.16340637,13.37524414,19.3282687281008
2000,YR2000,Azerbaijan,AZE,0.86689276,29.3969841,4.75029039,15.1501663805345
2000,YR2000,"Bahamas, The",BHS,1.50591624,39.57865143,13.34992313,9.2540429172646
2000,YR2000,Bahrain,BHR,2.3711853,71.09094238,10.26810646,16.2088242630552
2000,YR2000,Bangladesh,BGD,0.50841981,28.16659737,5.21146441,4.97312138319291
2000,YR2000,Barbados,BRB,2.76476121,51.85347748,12.27690411,..
2000,YR2000,Belarus,BLR,4.15422821,78.66545105,12.1293211,19.4785302940726
2000,YR2000,Belgium,BEL,5.96185923,74.53091431,12.06895447,21.0401971476314
2000,YR2000,Belize,BLZ,1.42340589,46.03772736,5.84757805,14.3120554921415
2000,YR2000,Benin,BEN,1.14174652,38.58332062,7.29948664,8.08059450959748
2000,YR2000,Bermuda,BMU,..,..,..,..
2000,YR2000,Bhutan,BTN,3.29712725,79.66617584,7.66199493,23.9398059875044
2000,YR2000,Bolivia,BOL,2.43201661,55.32917404,8.29598331,14.5392995149189
2000,YR2000,Bosnia and Herzegovina,BIH,4.08413935,51.16267014,7.25399256,24.6018002585722
2000,YR2000,Botswana,BWA,3.2540555,53.27193832,8.17829704,24.9027290058887
2000,YR2000,Brazil,BRA,3.47014546,41.63555527,9.67673969,18.7678457444131
2000,YR2000,British Virgin Islands,VGB,..,..,..,..
2000,YR2000,Brunei Darussalam,BRN,2.14453936,84.16868591,5.72010231,25.8203529359104
2000,YR2000,Bulgaria,BGR,3.4715004,59.55728912,8.07666683,19.7851119720333
2000,YR2000,Burkina Faso,BFA,0.96129316,32.58329773,4.84836864,14.1091885003293
2000,YR2000,Burundi,BDI,1.46507239,34.70241928,5.94454002,14.8566983263618
2000,YR2000,Cabo Verde,CPV,3.16139579,71.29876709,7.50158787,..
2000,YR2000,Cambodia,KHM,1.27856123,19.72724915,8.59173584,5.17583101976887
2000,YR2000,Cameroon,CMR,0.64510846,15.01742268,4.42626905,10.792113437517
2000,YR2000,Canada,CAN,6.00890827,72.85163879,14.8156271,19.1064161806335
2000,YR2000,Cayman Islands,CYM,..,..,..,..
2000,YR2000,Central African Republic,CAF,1.72009432,39.26419449,10.02161694,16.284531790337
2000,YR2000,Chad,TCD,1.52323806,38.03084946,11.39879036,7.71826323002747
2000,YR2000,Channel Islands,CHI,..,..,..,..
2000,YR2000,Chile,CHL,2.50570464,35.79472351,10.95628929,12.5909258671039
2000,YR2000,China,CHN,0.99070781,21.97528839,6.08984089,16.9834545142268
2000,YR2000,Colombia,COL,4.20017815,74.53343964,14.88161659,16.4728505593893
2000,YR2000,Comoros,COM,0.89238626,11.86565685,9.15514088,11.0449915791162
2000,YR2000,"Congo, Dem. Rep.",COD,0.06221032,4.24369383,2.49895263,2.05758943003572
2000,YR2000,"Congo, Rep.",COG,0.51469523,34.19882965,2.27290344,11.5680697928026
2000,YR2000,Costa Rica,CRI,4.262187,64.92300415,25.26477432,13.727826175647
2000,YR2000,Cote d'Ivoire,CIV,0.58689862,14.66436768,4.55759859,..
2000,YR2000,Croatia,HRV,6.50691032,85.02520752,11.92357922,22.8875775578477
2000,YR2000,Cuba,CUB,5.50884342,83.69687653,10.80231476,29.5962912312615
2000,YR2000,Curacao,CUW,..,..,..,..
2000,YR2000,Cyprus,CYP,2.18027377,41.07523346,6.33171606,15.2364552886536
2000,YR2000,Czechia,CZE,5.05704689,88.70406342,12.38046741,19.4170938033921
2000,YR2000,Denmark,DNK,6.73534012,83.10736847,12.78373718,23.8904895144931
2000,YR2000,Djibouti,DJI,1.4098289,41.50927734,6.07547617,..
2000,YR2000,Dominica,DMA,3.36023808,63.11794662,8.64061165,..
2000,YR2000,Dominican Republic,DOM,1.71051323,35.02082062,12.13758659,8.72035116834374
2000,YR2000,Ecuador,ECU,1.00422108,28.83564568,4.139431,9.52692379105551
2000,YR2000,"Egypt, Arab Rep.",EGY,1.73206902,35.18718338,6.66372585,11.2025874742723
2000,YR2000,El Salvador,SLV,3.94314837,50.27327728,18.81376648,13.0857417139691
2000,YR2000,Equatorial Guinea,GNQ,0.31905925,28.81677818,1.40894139,..
2000,YR2000,Eritrea,ERI,2.05245161,35.59143448,2.42206764,54.7967675739453
2000,YR2000,Estonia,EST,3.92115879,75.83829498,10.7823925,19.5619806388734
2000,YR2000,Eswatini,SWZ,2.41081047,52.30070877,9.79427242,..
2000,YR2000,Ethiopia,ETH,1.79949343,41.22506714,7.02958536,..
2000,YR2000,Faroe Islands,FRO,..,..,..,25.6272027453163
2000,YR2000,Fiji,FJI,2.63133216,76.84042358,10.58804417,17.296979536993
2000,YR2000,Finland,FIN,5.37109375,75.72886658,11.20263577,19.7454284164064
2000,YR2000,France,FRA,6.97070313,72.7290802,13.49542141,22.4026551978725
2000,YR2000,French Polynesia,PYF,..,..,..,19.4582375831156
2000,YR2000,Gabon,GAB,1.06383789,36.66828918,5.24128246,9.56008536112189
2000,YR2000,"Gambia, The",GMB,0.6015296,5.5772953,6.30897522,11.2271983454408
2000,YR2000,Georgia,GEO,0.82085949,11.40939617,4.85252142,8.53875163409509
2000,YR2000,Germany,DEU,7.73281384,78.20057678,16.19174576,18.860569292751
2000,YR2000,Ghana,GHA,0.78690648,43.97480392,6.10194254,10.1716158733082
2000,YR2000,Gibraltar,GIB,..,..,..,..
2000,YR2000,Greece,GRC,4.46309471,61.62267685,9.61341953,18.942080044244
2000,YR2000,Greenland,GRL,..,..,..,..
2000,YR2000,Grenada,GRD,1.86039817,34.71628189,7.25555325,..
2000,YR2000,Guam,GUM,..,..,..,..
2000,YR2000,Guatemala,GTM,1.91270578,35.44107819,14.0827589,7.00261473951945
2000,YR2000,Guinea,GIN,0.30125162,6.35421515,2.38009167,4.85858717414303
2000,YR2000,Guinea-Bissau,GNB,0.5933851,14.163517,2.52350521,16.9579317378333
2000,YR2000,Guyana,GUY,1.78830874,56.10593033,7.81650448,24.6721060474628
2000,YR2000,Haiti,HTI,0.87098479,21.8201313,13.94368362,6.98287753877131
2000,YR2000,Honduras,HND,3.02285886,48.22546768,13.67898464,13.4084733653246
2000,YR2000,"Hong Kong SAR, China",HKG,..,..,..,9.36776869699537
2000,YR2000,Hungary,HUN,4.66643333,68.84632111,9.85581303,21.1714871886978
2000,YR2000,Iceland,ISL,7.18854856,80.77707672,16.03666496,22.7170682212291
2000,YR2000,India,IND,0.84906155,20.68014336,3.05056,11.9478354691139
2000,YR2000,Indonesia,IDN,0.549743,29.66810417,3.59241748,6.53199497269296
2000,YR2000,"Iran, Islamic Rep.",IRN,1.78084624,37.70975113,10.95240307,12.9321140865271
2000,YR2000,Iraq,IRQ,..,..,..,11.8387149559557
2000,YR2000,Ireland,IRL,4.57260036,77.51446533,14.95885372,14.7459204426839
2000,YR2000,Isle of Man,IMN,..,..,..,..
2000,YR2000,Israel,ISR,4.17564917,63.10085297,9.40472698,23.1826154119071
2000,YR2000,Italy,ITA,5.49627781,72.63814545,11.81089973,17.6899799974967
2000,YR2000,Jamaica,JAM,3.18738079,56.46753311,11.84148693,13.957771985254
2000,YR2000,Japan,JPN,5.65793514,80.43052673,15.06805801,16.549191407008
2000,YR2000,Jordan,JOR,4.20303917,44.98270035,12.68911648,23.6984680014003
2000,YR2000,Kazakhstan,KAZ,2.11958146,50.9475174,9.24614048,12.0767839829015
2000,YR2000,Kenya,KEN,0.99912077,27.5660038,7.08898258,15.0542922556179
2000,YR2000,Kiribati,KIR,7.51573658,96.68035889,11.40623569,..
2000,YR2000,"Korea, Dem. People's Rep.",PRK,..,..,..,..
2000,YR2000,"Korea, Rep.",KOR,1.95133317,50.6124382,8.27991581,10.9000077343983
2000,YR2000,Kosovo,XKX,..,..,..,..
2000,YR2000,Kuwait,KWT,1.59861708,72.54471588,5.44961691,21.479131915335
2000,YR2000,Kyrgyz Republic,KGZ,2.13439822,48.35355377,7.06400633,20.0414029257456
2000,YR2000,Lao PDR,LAO,1.23305964,28.8425827,6.19914436,6.4615689478842
2000,YR2000,Latvia,LVA,2.75761819,50.75323105,7.42889071,21.4196678660864
2000,YR2000,Lebanon,LBN,3.22929931,29.8194313,7.53721476,17.2674865488086
2000,YR2000,Lesotho,LSO,2.90852237,56.40678406,7.40740728,..
2000,YR2000,Liberia,LBR,0.64587975,22.43314171,4.25491762,..
2000,YR2000,Libya,LBY,1.61668956,48.70888901,6.03982067,18.447097234976
2000,YR2000,Liechtenstein,LIE,..,..,..,..
2000,YR2000,Lithuania,LTU,4.16960144,67.25701141,10.57103539,22.3826570467051
2000,YR2000,Luxembourg,LUX,4.93300676,83.24607086,12.98787212,14.4954758819347
2000,YR2000,"Macao SAR, China",MAC,..,..,..,12.4519487207784
2000,YR2000,Madagascar,MDG,1.84771943,46.28815079,12.0397644,17.2806341833401
2000,YR2000,Malawi,MWI,1.01542294,43.16402435,7.04260349,..
2000,YR2000,Malaysia,MYS,1.17325473,46.65708542,4.57726908,10.1652352266127
2000,YR2000,Maldives,MDV,2.56440163,33.1465416,8.82846737,..
2000,YR2000,Mali,MLI,1.29322565,23.65808487,6.66892862,16.417436269547
2000,YR2000,Malta,MLT,4.7191391,71.79486847,11.78238678,17.6552168192421
2000,YR2000,Marshall Islands,MHL,8.19225311,60.57263947,14.49398708,..
2000,YR2000,Mauritania,MRT,0.46969447,13.90349865,2.51425123,20.6452910345385
2000,YR2000,Mauritius,MUS,1.52947044,53.52764893,6.87927103,14.0624430509515
2000,YR2000,Mexico,MEX,1.91919184,45.21740723,9.89962292,9.03701601445798
2000,YR2000,"Micronesia, Fed. Sts.",FSM,1.77096093,22.51299095,2.59440136,..
2000,YR2000,Moldova,MDA,2.90143156,48.95383835,8.52794456,14.6562096157709
2000,YR2000,Monaco,MCO,2.95726943,80.03048706,14.67739677,..
2000,YR2000,Mongolia,MNG,4.61119699,75.89134979,13.35476398,15.3072305276316
2000,YR2000,Montenegro,MNE,..,..,..,21.9348052311206
2000,YR2000,Morocco,MAR,0.93646741,25.35758781,4.11556196,15.9016441146066
2000,YR2000,Mozambique,MOZ,1.08604574,50.6898613,6.31664944,14.2151848066773
2000,YR2000,Myanmar,MMR,0.27975121,13.15911674,1.35780489,..
2000,YR2000,Namibia,NAM,4.8139286,52.09880066,15.98191643,23.4224360823657
2000,YR2000,Nauru,NRU,16.6683979,87.88237762,23.97120094,..
2000,YR2000,Nepal,NPL,0.4859271,15.510355,4.25074148,8.9499536217219
2000,YR2000,Netherlands,NLD,5.31053734,68.9057312,12.53276253,20.5466274207138
2000,YR2000,New Caledonia,NCL,..,..,..,26.8040365021828
2000,YR2000,New Zealand,NZL,5.56446981,74.48747253,14.70787811,17.0904296597936
2000,YR2000,Nicaragua,NIC,2.56718063,49.00287247,12.48380089,8.67671427742945
2000,YR2000,Niger,NER,1.12999868,24.09348106,8.3682642,20.7120131887789
2000,YR2000,Nigeria,NGA,0.58559412,18.31479263,2.36681986,..
2000,YR2000,North Macedonia,MKD,4.71220732,53.12498474,14.71431541,16.9308977421716
2000,YR2000,Northern Mariana Islands,MNP,..,..,..,..
2000,YR2000,Norway,NOR,6.29176235,81.68249512,14.84878445,18.8635586549089
2000,YR2000,Oman,OMN,2.19491506,81.7517395,7.03079271,18.8262373229892
2000,YR2000,Pakistan,PAK,0.86511302,34.87243271,6.25985861,9.91602763312804
2000,YR2000,Palau,PLW,4.58880663,53.12785721,8.09789371,..
2000,YR2000,Panama,PAN,4.50806475,64.54045868,19.78174782,13.4823415741466
2000,YR2000,Papua New Guinea,PNG,1.70150447,84.29892731,8.31666756,16.568093017523
2000,YR2000,Paraguay,PRY,2.32489133,38.62810516,11.85042095,10.4050719792481
2000,YR2000,Peru,PER,2.34087849,53.02311325,10.76997662,11.4506268550924
2000,YR2000,Philippines,PHL,1.3564229,44.39830017,6.51838589,11.0626851162564
2000,YR2000,Poland,POL,3.6070292,68.21466827,8.38030815,17.9874386199245
2000,YR2000,Portugal,PRT,5.99815702,69.73743439,14.05994129,18.8660006278889
2000,YR2000,Puerto Rico (US),PRI,..,..,..,11.7166760126933
2000,YR2000,Qatar,QAT,1.1739918,59.51539612,3.94152761,19.6686569934721
2000,YR2000,Romania,ROU,3.33585477,79.25977325,8.65739632,16.8590050338122
2000,YR2000,Russian Federation,RUS,2.9796474,59.35673141,9.72129631,15.0910673022865
2000,YR2000,Rwanda,RWA,0.64626944,18.07324982,3.54361153,16.0647185202337
2000,YR2000,Samoa,WSM,3.58244371,83.6565094,11.796875,..
2000,YR2000,San Marino,SMR,4.30573463,74.39484406,19.72222137,..
2000,YR2000,Sao Tome and Principe,STP,3.49420285,37.49575806,32.40078735,..
2000,YR2000,Saudi Arabia,SAU,3.03456283,72.05238342,9.1586647,25.8630806226704
2000,YR2000,Senegal,SEN,1.25274444,35.28704834,8.95994949,12.0861305779367
2000,YR2000,Serbia,SRB,4.04799891,65.46369934,13.56817055,23.4730982741147
2000,YR2000,Seychelles,SYC,3.78593802,82.11167908,6.83102226,41.3843672873388
2000,YR2000,Sierra Leone,SLE,0.89177084,10.50425243,5.45097542,14.3331038132408
2000,YR2000,Singapore,SGP,1.21474111,36.332901,7.39189529,10.5041646441155
2000,YR2000,Sint Maarten (Dutch part),SXM,..,..,..,..
2000,YR2000,Slovak Republic,SVK,4.63913631,87.48220825,8.79084015,20.7617345907303
2000,YR2000,Slovenia,SVN,5.57140017,71.39096069,11.72091579,18.5801348713853
2000,YR2000,Solomon Islands,SLB,4.44415522,92.05363464,21.78247643,..
2000,YR2000,"Somalia, Fed. Rep.",SOM,..,..,..,..
2000,YR2000,South Africa,ZAF,2.68480206,36.59454346,11.85530758,16.5672154108403
2000,YR2000,South Sudan,SSD,..,..,..,..
2000,YR2000,Spain,ESP,4.87020016,71.62882996,12.45362759,16.7050924303047
2000,YR2000,Sri Lanka,LKA,2.20320439,53.62960815,10.13794994,10.5109109472057
2000,YR2000,St. Kitts and Nevis,KNA,2.01197886,41.9220047,5.80614185,..
2000,YR2000,St. Lucia,LCA,1.67430913,34.41186905,8.08553123,..
2000,YR2000,St. Martin (French part),MAF,..,..,..,..
2000,YR2000,St. Vincent and the Grenadines,VCT,2.78107834,69.88700104,11.68052864,..
2000,YR2000,Sudan,SDN,1.21998167,33.82594299,11.77479267,9.07785958454353
2000,YR2000,Suriname,SUR,2.84068179,48.38562012,11.64874554,..
2000,YR2000,Sweden,SWE,6.18943739,84.47544098,11.66689491,24.5253841140158
2000,YR2000,Switzerland,CHE,2.60934997,28.56611252,7.83617067,11.1598909444037
2000,YR2000,Syrian Arab Republic,SYR,1.61808777,35.53107834,5.64728546,12.4078207164753
2000,YR2000,Tajikistan,TJK,0.88544548,20.75226974,4.89296627,8.290675547098
2000,YR2000,Tanzania,TZA,0.74586421,21.83891106,6.05200052,7.85388023825469
2000,YR2000,Thailand,THA,1.71153057,55.18834305,9.24875259,13.575965221645
2000,YR2000,Timor-Leste,TLS,..,..,..,133.321096476848
2000,YR2000,Togo,TGO,0.29096901,10.710289,2.44484162,10.2303790188829
2000,YR2000,Tonga,TON,2.30323911,79.31558228,11.41306496,18.1301132623917
2000,YR2000,Trinidad and Tobago,TTO,1.56699646,37.00175476,6.78572941,..
2000,YR2000,Tunisia,TUN,2.53482223,52.6692276,10.54292107,16.6711966677312
2000,YR2000,Turkiye,TUR,2.83683038,61.67596436,7.18632746,11.9286571832367
2000,YR2000,Turkmenistan,TKM,1.88017917,46.64530563,13.33598137,18.5142638330461
2000,YR2000,Turks and Caicos Islands,TCA,..,..,..,..
2000,YR2000,Tuvalu,TUV,22.25426292,99.87667084,11.93384361,..
2000,YR2000,Uganda,UGA,1.26865971,24.96013069,8.33055115,14.5043243985272
2000,YR2000,Ukraine,UKR,2.51132536,47.32231903,7.08121443,17.8966433502907
2000,YR2000,United Arab Emirates,ARE,1.64852011,68.83045959,7.56610489,..
2000,YR2000,United Kingdom,GBR,5.42484713,75.79853058,15.39725876,16.6408964053665
2000,YR2000,United States,USA,5.5427599,44.377491,16.16093826,14.0239462637226
2000,YR2000,Uruguay,URY,3.81055403,41.5463028,14.3447504,12.3560487504224
2000,YR2000,Uzbekistan,UZB,2.00684047,39.09733963,6.10871267,18.6999938567392
2000,YR2000,Vanuatu,VUT,2.46942925,74.67657471,9.70482826,20.7980556074891
2000,YR2000,"Venezuela, RB",VEN,..,..,..,12.449784505042
2000,YR2000,Viet Nam,VNM,1.68673158,41.06440353,9.4822588,6.41826259040046
2000,YR2000,Virgin Islands (U.S.),VIR,..,..,..,..
2000,YR2000,West Bank and Gaza,PSE,2.72239161,28.76147079,5.84337044,25.4752410979228
2000,YR2000,"Yemen, Rep.",YEM,2.37196207,50.83430862,7.48521662,13.5566008072537
2000,YR2000,Zambia,ZMB,1.47394264,35.31537628,6.88475037,..
2000,YR2000,Zimbabwe,ZWE,..,..,..,24.2653451196761
2000,YR2000,Africa Eastern and Southern,AFE,2.06756235051282,35.292745122012,..,15.3376149207484
2000,YR2000,Africa Western and Central,AFW,0.697464776571174,20.8957974751164,..,..
2000,YR2000,Arab World,ARB,2.14771864811462,54.4374564151874,..,16.9620122720461
2000,YR2000,Caribbean small states,CSS,1.83922158508011,43.16738901983,..,..
2000,YR2000,Central Europe and the Baltics,CEB,4.22176560892282,73.756198140101,9.44967907451216,19.1728140682516
2000,YR2000,Early-demographic dividend,EAR,2.14032543837858,45.8855465214261,..,12.7302598949784
2000,YR2000,East Asia & Pacific,EAS,4.29334073648662,70.3856780349853,..,15.7183184410341
2000,YR2000,East Asia & Pacific (excluding high income),EAP,1.04619817375868,26.6519515868955,..,14.8825107050555
2000,YR2000,East Asia & Pacific (IDA & IBRD countries),TEA,1.04674246862128,26.6610801333425,..,14.8843346222272
2000,YR2000,Euro area,EMU,6.4231576594734,74.2849926664563,13.5741587656136,19.3626014415163
2000,YR2000,Europe & Central Asia,ECS,5.83892898150728,72.8918532430653,13.5069761631764,18.5306533129374
2000,YR2000,Europe & Central Asia (excluding high income),ECA,2.78238349892885,57.4475158863259,..,13.4460108790353
2000,YR2000,Europe & Central Asia (IDA & IBRD countries),TEC,3.12483964929974,61.9365074228726,9.07909916996892,15.2694149387269
2000,YR2000,European Union,EUU,6.31073441710359,74.7547332948675,13.276176680641,19.6182771975039
2000,YR2000,Fragile and conflict affected situations,FCS,1.36610466409304,31.8740168341667,..,..
2000,YR2000,Heavily indebted poor countries (HIPC),HPC,1.08907610861013,27.7882881685368,..,10.042420904519
2000,YR2000,High income,HIC,5.56592088476592,59.4146186965905,14.4167314391323,16.3484584175783
2000,YR2000,IBRD only,IBD,2.1559499252782,41.9544672613461,..,14.1536565869053
2000,YR2000,IDA & IBRD total,IBT,2.06498968397405,41.3193400083044,..,13.9881147264193
2000,YR2000,IDA blend,IDB,0.887353675302035,28.9741107692392,..,..
2000,YR2000,IDA only,IDX,1.13943145526244,31.950728338751,..,9.38407191356407
2000,YR2000,IDA total,IDA,1.01919346520996,30.6682990236518,..,12.1403259322715
2000,YR2000,Late-demographic dividend,LTE,2.26202197821929,42.4665956942815,..,16.2891378046193
2000,YR2000,Latin America & Caribbean,LCN,2.99053842124571,47.0357590431062,..,13.5885197211073
2000,YR2000,Latin America & Caribbean (excluding high income),LAC,2.99447017460815,47.3864135731722,..,13.7571475998827
2000,YR2000,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.95955474181147,46.511540116245,..,13.4183213191817
2000,YR2000,Least developed countries: UN classification,LDC,0.895387382746414,27.3930030453745,..,9.83322598306167
2000,YR2000,Low & middle income,LMY,1.9407528706545,39.2584740546442,..,13.9104091237263
2000,YR2000,Low income,LIC,1.16729515841336,28.1103418596707,..,11.0736359940616
2000,YR2000,Lower middle income,LMC,1.13456810233418,29.0984682690904,..,12.4276742817817
2000,YR2000,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2.275919846323,53.5522966202459,..,16.870968307989
2000,YR2000,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1.70245087763953,39.843879412932,..,13.2690965033152
2000,YR2000,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1.69401208511108,40.04374345629,..,13.1763371947313
2000,YR2000,Middle income,MIC,1.95456388492159,39.435561152941,..,13.9720119555177
2000,YR2000,North America,NAC,5.57433352527013,45.6808651487168,16.0658107054174,14.3682572408269
2000,YR2000,Not classified,INX,..,..,..,..
2000,YR2000,OECD members,OED,5.53028453974936,59.2441703094863,14.4383963967816,16.1376125361331
2000,YR2000,Other small states,OSS,3.6170235026493,66.2367212075686,..,20.8975473013048
2000,YR2000,Pacific island small states,PSS,3.40457108107984,71.3809763998985,..,..
2000,YR2000,Post-demographic dividend,PST,5.67911192688187,59.3188023210941,14.5946195317366,16.3015254402343
2000,YR2000,Pre-demographic dividend,PRE,0.76637910373715,22.1922701444893,..,..
2000,YR2000,Small states,SST,3.00070848939993,59.5376468603019,..,19.5041707544401
2000,YR2000,South Asia,SAS,0.856658701408216,22.3419610542703,3.41702564892885,11.0763711994558
2000,YR2000,South Asia (IDA & IBRD),TSA,0.856658701408216,22.3419610542703,3.41702564892885,11.0763711994558
2000,YR2000,Sub-Saharan Africa,SSF,1.59644234382376,31.9083014699769,..,17.1593966660039
2000,YR2000,Sub-Saharan Africa (excluding high income),SSA,1.58876314672594,31.6812816917656,..,17.4159606215035
2000,YR2000,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.59644234382376,31.9083014699768,..,17.1593966660038
2000,YR2000,Upper middle income,UMC,2.17906507974485,41.6021331925362,..,14.3825804429863
2000,YR2000,World,WLD,4.95141657377675,57.4205784154532,..,16.0009671097339
2001,YR2001,Afghanistan,AFG,..,..,..,..
2001,YR2001,Albania,ALB,2.75327635,46.46232605,8.42368317,10.5939074940139
2001,YR2001,Algeria,DZA,2.69560528,76.22702026,9.26661205,15.1061980679688
2001,YR2001,American Samoa,ASM,..,..,..,..
2001,YR2001,Andorra,AND,3.82370234,65.20613861,18.42596626,..
2001,YR2001,Angola,AGO,2.04631472,45.64084625,5.96825457,..
2001,YR2001,Antigua and Barbuda,ATG,3.21292543,59.07860184,12.11715889,..
2001,YR2001,Argentina,ARG,4.59210253,54.85204315,17.37289238,14.1562743129569
2001,YR2001,Armenia,ARM,1.33908558,28.82457352,5.66264772,10.3413384803578
2001,YR2001,Aruba,ABW,..,..,..,24.8419722988295
2001,YR2001,Australia,AUS,5.45680571,71.10848236,14.70855331,18.5426391217441
2001,YR2001,Austria,AUT,6.82649803,73.64528656,13.2925787,19.0757989319958
2001,YR2001,Azerbaijan,AZE,0.80511665,29.02164268,4.79820633,13.6466250282188
2001,YR2001,"Bahamas, The",BHS,1.56618142,39.90871811,13.96301937,9.64674680776116
2001,YR2001,Bahrain,BHR,2.49878359,71.68608856,9.03064537,17.2604850298514
2001,YR2001,Bangladesh,BGD,0.38396508,21.66823196,3.57855344,4.84565983723317
2001,YR2001,Barbados,BRB,2.94435692,53.28871536,12.37926769,..
2001,YR2001,Belarus,BLR,4.25791645,74.61546326,10.04257679,21.5527682668344
2001,YR2001,Belgium,BEL,6.13948441,75.3321228,12.43329906,21.3136063380204
2001,YR2001,Belize,BLZ,1.83142591,51.06252289,6.8270483,15.0068212824011
2001,YR2001,Benin,BEN,1.23489308,37.37374115,7.99414682,8.08339019705914
2001,YR2001,Bermuda,BMU,..,..,..,..
2001,YR2001,Bhutan,BTN,3.29277039,71.57605743,6.54652882,23.6654415671307
2001,YR2001,Bolivia,BOL,2.61401916,54.17406845,8.18012047,15.7241302193543
2001,YR2001,Bosnia and Herzegovina,BIH,4.33064938,57.10806274,8.60074425,23.4054327322173
2001,YR2001,Botswana,BWA,3.50531387,55.06237793,8.17829704,23.4866322167786
2001,YR2001,Brazil,BRA,3.51298475,41.08930588,8.48902321,19.3432950140464
2001,YR2001,British Virgin Islands,VGB,..,..,..,..
2001,YR2001,Brunei Darussalam,BRN,2.11852527,83.19325256,5.97160959,29.576224121111
2001,YR2001,Bulgaria,BGR,3.84590173,56.07351303,9.46551609,19.368455899514
2001,YR2001,Burkina Faso,BFA,0.97162038,33.63924408,4.94217682,14.625601156611
2001,YR2001,Burundi,BDI,1.69244206,29.78705215,6.66263866,15.5330738165848
2001,YR2001,Cabo Verde,CPV,3.46985078,73.01193237,11.17305183,..
2001,YR2001,Cambodia,KHM,1.13873184,16.84455299,7.83031797,5.21829466731394
2001,YR2001,Cameroon,CMR,0.7802825,18.7194252,5.34374762,11.6711671108489
2001,YR2001,Canada,CAN,6.27900839,72.80158234,15.27647972,19.5093203790186
2001,YR2001,Cayman Islands,CYM,..,..,..,..
2001,YR2001,Central African Republic,CAF,1.51679933,37.8212738,10.72575855,14.0101371633625
2001,YR2001,Chad,TCD,1.35449207,34.86683273,11.86877823,7.4899498087107
2001,YR2001,Channel Islands,CHI,..,..,..,..
2001,YR2001,Chile,CHL,2.58087945,36.36408615,11.13347244,12.6430976838425
2001,YR2001,China,CHN,0.9747563,22.91764259,5.58924198,16.56557352932
2001,YR2001,Colombia,COL,4.4598279,75.05117798,15.37750435,16.5662317191423
2001,YR2001,Comoros,COM,0.53460306,8.02641773,4.11414385,11.0448450335713
2001,YR2001,"Congo, Dem. Rep.",COD,0.10641284,4.0567441,2.49895263,3.80020812665275
2001,YR2001,"Congo, Rep.",COG,0.96511757,44.16408157,3.31901908,14.089732949275
2001,YR2001,Costa Rica,CRI,4.24420071,65.55662537,24.56128693,14.2963123765465
2001,YR2001,Cote d'Ivoire,CIV,0.50978333,12.79208946,4.45654726,..
2001,YR2001,Croatia,HRV,5.89478016,82.19972992,11.64404964,20.8596101913471
2001,YR2001,Cuba,CUB,5.6706562,81.21707916,11.39179516,30.8878115294296
2001,YR2001,Curacao,CUW,..,..,..,..
2001,YR2001,Cyprus,CYP,2.233531,41.83108902,6.3294282,16.0963232290957
2001,YR2001,Czechia,CZE,5.12704372,87.44812012,11.83805084,19.3811560078933
2001,YR2001,Denmark,DNK,7.04638386,83.40568542,13.33597374,24.3116116711211
2001,YR2001,Djibouti,DJI,1.25085211,39.1370163,5.96840477,..
2001,YR2001,Dominica,DMA,2.57100463,55.34971619,8.7834692,..
2001,YR2001,Dominican Republic,DOM,1.70341122,34.89286041,11.43885326,9.5302089730322
2001,YR2001,Ecuador,ECU,1.32788515,33.42656708,6.20780277,9.79192984147787
2001,YR2001,"Egypt, Arab Rep.",EGY,1.84800243,34.22034454,6.63266277,11.318650683022
2001,YR2001,El Salvador,SLV,3.83341885,48.61013412,17.68815994,13.8066587499504
2001,YR2001,Equatorial Guinea,GNQ,0.18987545,15.78333569,1.40894139,..
